Région,Localisation,Type de bien,Nature,Superficie,Salles de bains,Chambres,Prix
Sfax,Sfax,villa,À Vendre,870.0,1.0,2.0,430000.0
Ariana,Ariana,Maison,À Vendre,151.0,1.0,2.0,115000.0
Ariana,Ariana,villa,À Vendre,538.0,2.0,4.0,360000.0
Ariana,Ariana,villa,À Vendre,460.0,3.0,4.0,825000.0
Tunis,Tunis,Villa,À Vendre,800.0,4.0,5.0,601137.1621743597
Ariana,Ariana,villa,À Louer,350.0,2.0,3.0,450000.0
Tunis,Tunis,Villa,À Vendre,800.0,6.0,6.0,638875.2215298188
Ariana,Ariana,Appartement,À Vendre,230.0,1.0,2.0,130000.0
Sousse,Sousse,villa,À Vendre,200.0,2.0,3.0,683505.044312636
Ariana,Ariana,villa,À Vendre,420.0,5.0,9.0,1250000.0
Ben Arous,Ben_Arous,Villa,À Vendre,400.0,3.0,6.0,350000.0
Ariana,Ariana,villa,À Vendre,538.0,2.0,4.0,370000.0
Ariana,Ariana,Appartement,À Vendre,200.0,2.0,3.0,600000.0
Nabeul,Nabeul,villa,À Vendre,487.0,4.0,4.0,1250000.0
Tunis,Tunis,villa,À Vendre,500.0,3.0,1.0,571316.0509717027
Ariana,Ariana,villa,À Vendre,460.0,3.0,5.0,732475.4724063461
Nabeul,Nabeul,villa,À Vendre,200.0,1.0,2.0,410000.0
Ariana,Ariana,villa,À Vendre,880.0,3.0,4.0,694947.2635207904
Ariana,Ariana,Maison,À Vendre,189.0,1.0,4.0,280000.0
Ariana,Ariana,Maison,À Vendre,187.0,1.0,3.0,320064.0610735741
Tunis,Tunis,villa,À Vendre,526.0,2.0,4.0,684055.5039650309
Tunis,Tunis,villa,À Vendre,415.0,4.0,9.0,650000.0
Tunis,Tunis,villa,À Vendre,200.0,2.0,3.0,646397.7665551282
Ben Arous,Ben_Arous,Villa,À Vendre,600.0,3.0,8.0,800000.0
Ben Arous,Ben_Arous,villa,À Vendre,386.0,4.0,6.0,620000.0
Tunis,Tunis,villa,À Vendre,574.0,3.0,4.0,684132.3010217731
Tunis,Tunis,villa,À Vendre,150.0,1.0,4.0,683921.7560289511
Sousse,Sousse,Appartement,À Vendre,417.0,2.0,4.0,450000.0
Tunis,Tunis,villa,À Vendre,580.0,4.0,3.0,1200000.0
Ariana,Ariana,villa,À Vendre,702.0,3.0,9.0,882922.0262110287
Sousse,Sousse,villa,À Vendre,800.0,4.0,2.0,646145.0145218587
Bizerte,Bizerte,Maison,À Vendre,220.0,3.0,5.0,264369.69769416924
La Manouba,La_Manouba,villa,À Vendre,328.0,2.0,4.0,650000.0
Ariana,Ariana,villa,À Vendre,550.0,1.0,3.0,657151.9060245344
Sfax,Sfax,Appartement,À Vendre,73.0,1.0,2.0,76000.0
Sousse,Sousse,villa,À Vendre,280.0,2.0,4.0,950000.0
Nabeul,Nabeul,villa,À Vendre,245.0,2.0,3.0,589999.0
Ben Arous,Ben_Arous,villa,À Vendre,80.0,1.0,2.0,300000.0
Ben Arous,Ben_Arous,Appartement,À Louer,314.0,2.0,3.0,650000.0
Tunis,Tunis,villa,À Vendre,400.0,2.0,5.0,820000.0
Nabeul,Nabeul,villa,À Vendre,600.0,4.0,5.0,800000.0
Tunis,Tunis,villa,À Vendre,330.0,2.0,6.0,759223.7399260612
Ben Arous,Ben_Arous,villa,À Vendre,270.0,2.0,4.0,590000.0
Ben Arous,Ben_Arous,Appartement,À Vendre,140.0,2.0,3.0,395000.0
Tunis,Tunis,villa,À Vendre,150.0,3.0,8.0,834463.2167604838
Sousse,Sousse,villa,À Vendre,414.0,2.0,7.0,833946.7364568873
Nabeul,Nabeul,villa,À Vendre,443.0,3.0,4.0,1180000.0
Sfax,Sfax,villa,sale,402.0,2.0,4.0,470000.0
Tunis,Tunis,villa,À Vendre,285.0,4.0,4.0,684150.5845226108
Ben Arous,Ben_Arous,villa,À Vendre,400.0,1.0,4.0,620000.0
Tunis,Tunis,villa,À Vendre,280.0,3.0,4.0,950000.0
Nabeul,Nabeul,Maison,À Vendre,300.0,3.0,5.0,435173.2137093275
Tunis,Tunis,villa,À Vendre,530.0,4.0,4.0,684193.1240513842
Nabeul,Nabeul,villa,À Vendre,300.0,3.0,1.0,621793.4955373129
Nabeul,Nabeul,villa,À Vendre,285.0,3.0,4.0,734594.2924524413
Tunis,Tunis,villa,À Vendre,587.0,2.0,4.0,684066.0954395419
Ariana,Ariana,Appartement,À Vendre,220.0,2.0,4.0,750000.0
Sousse,Sousse,villa,À Vendre,435.0,2.0,3.0,683545.8475341126
Ben Arous,Ben_Arous,Maison,À Vendre,269.0,2.0,6.0,349782.72942715086
Tunis,Tunis,villa,À Vendre,430.0,3.0,5.0,870000.0
Ben Arous,Ben_Arous,villa,À Vendre,316.0,4.0,4.0,800000.0
Nabeul,Nabeul,villa,À Vendre,300.0,3.0,5.0,772198.030705411
Sfax,Sfax,villa,À Vendre,160.0,2.0,4.0,220000.0
Béja,Bja,villa,À Vendre,477.0,4.0,9.0,708236.6469763761
Tunis,Tunis,Villa,À Vendre,772.0,6.0,10.0,789274.8950374858
Sousse,Sousse,Villa,À Vendre,600.0,3.0,10.0,826146.9199643354
Tunis,Tunis,villa,À Vendre,220.0,2.0,5.0,721603.5067537711
Tunis,Tunis,Appartement,À Vendre,128.0,2.0,4.0,420000.0
Ben Arous,Ben_Arous,villa,À Vendre,470.0,2.0,5.0,680000.0
Ben Arous,Ben_Arous,Villa,À Vendre,520.0,2.0,6.0,500000.0
Ben Arous,Ben_Arous,Villa,À Vendre,340.0,3.0,7.0,500000.0
Tunis,Tunis,villa,À Vendre,500.0,3.0,4.0,684119.4523477764
Tunis,Tunis,villa,À Vendre,368.0,4.0,6.0,759367.263457224
Ben Arous,Ben_Arous,Villa,À Vendre,450.0,2.0,7.0,600000.0
Nabeul,Nabeul,villa,À Vendre,225.0,2.0,3.0,670000.0
Nabeul,Nabeul,villa,À Vendre,1012.0,2.0,3.0,1050000.0
Tunis,Tunis,Appartement,À Vendre,200.0,2.0,3.0,499999.0
Sfax,Sfax,Maison,À Vendre,120.0,1.0,3.0,120000.0
Ariana,Ariana,villa,À Vendre,468.0,2.0,5.0,830000.0
Tunis,Tunis,Maison,À Vendre,75.0,1.0,3.0,309282.78293611633
Sfax,Sfax,Maison,À Vendre,600.0,2.0,4.0,400000.0
Kairouan,Kairouan,villa,À Vendre,520.0,3.0,5.0,550000.0
Kairouan,Kairouan,Maison,À Vendre,138.0,2.0,5.0,230000.0
Ariana,Ariana,villa,À Vendre,429.0,4.0,3.0,881000.0
Nabeul,Nabeul,villa,À Vendre,968.0,3.0,4.0,734712.8822408179
Tunis,Tunis,Appartement,À Vendre,450.0,2.0,3.0,560000.0
Tunis,Tunis,villa,À Vendre,498.0,4.0,8.0,834592.1030361324
Tunis,Tunis,villa,À Vendre,350.0,1.0,2.0,608754.2145908396
Jendouba,Jendouba,Maison,À Vendre,189.0,1.0,4.0,181292.56469291926
Ariana,Ariana,villa,À Vendre,200.0,3.0,9.0,230000.0
Tunis,Tunis,Maison,À Vendre,100.0,2.0,3.0,309355.58648607583
Kairouan,Kairouan,Maison,À Vendre,106.0,1.0,4.0,50000.0
Sousse,Sousse,villa,À Vendre,450.0,1.0,3.0,950000.0
Bizerte,Bizerte,Villa,À Vendre,450.0,3.0,5.0,680000.0
Tunis,Tunis,Maison,À Vendre,200.0,1.0,5.0,320000.0
Ben Arous,Ben_Arous,villa,À Vendre,288.0,3.0,6.0,686879.3081888158
Tunis,Tunis,villa,À Vendre,480.0,2.0,4.0,255000.0
Ben Arous,Ben_Arous,villa,À Vendre,180.0,1.0,3.0,380000.0
Ben Arous,Ben_Arous,villa,À Vendre,402.0,1.0,2.0,550000.0
Tunis,Tunis,Villa,À Vendre,325.0,2.0,6.0,750000.0
Bizerte,Bizerte,Villa,À Vendre,140.0,2.0,5.0,300000.0
Ariana,Ariana,villa,À Vendre,596.0,2.0,3.0,430000.0
Ben Arous,Ben_Arous,villa,À Vendre,256.0,2.0,4.0,260000.0
Ben Arous,Ben_Arous,villa,À Vendre,447.0,2.0,3.0,650000.0
Sousse,Sousse,villa,À Vendre,200.0,2.0,4.0,721106.1781046606
Nabeul,Nabeul,villa,À Vendre,240.0,3.0,7.0,847389.880445679
Sfax,Sfax,villa,À Vendre,1000.0,1.0,4.0,604174.125014402
Ben Arous,Ben_Arous,villa,À Vendre,233.0,1.0,3.0,573929.4315591748
Tunis,Tunis,Appartement,À Vendre,450.0,2.0,4.0,650000.0
Sousse,Sousse,Maison,À Vendre,460.0,1.0,4.0,384058.04231657845
Zaghouan,Zaghouan,Maison,À Vendre,212.0,1.0,4.0,202258.06935133628
Tunis,Tunis,villa,À Vendre,600.0,3.0,6.0,759339.0830047941
Sousse,Sousse,villa,À Vendre,1111.0,4.0,4.0,721401.2812628406
Nabeul,Nabeul,villa,À Vendre,800.0,2.0,4.0,734615.249496513
Ben Arous,Ben_Arous,villa,À Vendre,485.0,3.0,6.0,650000.0
Kasserine,Kasserine,Maison,À Vendre,530.0,1.0,5.0,395325.88399790606
Sousse,Sousse,villa,À Vendre,402.0,3.0,5.0,450000.0
Tunis,Tunis,Appartement,À Vendre,98.0,2.0,4.0,300000.0
Sousse,Sousse,villa,À Vendre,418.0,2.0,6.0,796346.2971877815
Sfax,Sfax,Maison,À Vendre,147.0,1.0,3.0,229400.06721387035
Ariana,Ariana,Maison,À Vendre,115.0,1.0,2.0,130000.0
Ariana,Ariana,villa,À Vendre,150.0,1.0,5.0,732284.7213167085
Tunis,Tunis,Maison,À Vendre,300.0,1.0,3.0,309321.84985029604
Ben Arous,Ben_Arous,Maison,À Vendre,180.0,2.0,3.0,200000.0
Ben Arous,Ben_Arous,villa,À Vendre,300.0,2.0,4.0,470000.0
Sfax,Sfax,Maison,À Vendre,259.0,2.0,3.0,229487.97663731265
Sfax,Sfax,Maison,À Vendre,288.0,1.0,6.0,150000.0
Sousse,Sousse,villa,À Vendre,218.0,2.0,4.0,950000.0
Nabeul,Nabeul,villa,À Vendre,800.0,3.0,6.0,1250000.0
Ben Arous,Ben_Arous,Maison,À Vendre,156.0,2.0,3.0,260000.0
Bizerte,Bizerte,villa,À Vendre,249.0,2.0,4.0,563729.953407672
Sousse,Sousse,Maison,À Vendre,200.0,2.0,3.0,680000.0
Le Kef,Le_Kef,Maison,À Vendre,120.0,2.0,4.0,109850.0558220555
Ariana,Ariana,Maison,À Vendre,218.0,1.0,3.0,250000.0
Gabès,Gabs,Maison,À Vendre,189.0,1.0,4.0,110967.38247310961
Ben Arous,Ben_Arous,Appartement,À Vendre,250.0,2.0,3.0,570000.0
Tunis,Tunis,villa,À Vendre,530.0,5.0,6.0,980000.0
Ben Arous,Ben_Arous,villa,À Vendre,200.0,2.0,3.0,573992.1645268125
La Manouba,La_Manouba,Appartement,À Vendre,120.0,1.0,2.0,200003.0
Ariana,Ariana,villa,À Vendre,280.0,3.0,5.0,850000.0
Ben Arous,Ben_Arous,Villa,À Vendre,390.0,2.0,5.0,700000.0
Ben Arous,Ben_Arous,villa,À Vendre,402.0,2.0,4.0,305000.0
Tunis,Tunis,Maison,À Vendre,200.0,2.0,4.0,160000.0
Ariana,Ariana,Villa,À Vendre,220.0,2.0,6.0,340000.0
Kairouan,Kairouan,villa,À Vendre,360.0,2.0,3.0,450000.0
Le Kef,Le_Kef,Maison,À Vendre,200.0,1.0,5.0,275000.0
Bizerte,Bizerte,villa,À Vendre,600.0,2.0,6.0,577000.0
Bizerte,Bizerte,villa,À Vendre,1105.0,2.0,5.0,1250000.0
Ariana,Ariana,Maison,À Vendre,150.0,3.0,3.0,400000.0
Tunis,Tunis,villa,À Vendre,1300.0,2.0,4.0,684189.8941498091
Sfax,Sfax,villa,À Vendre,350.0,2.0,4.0,604129.7278218224
Tunis,Tunis,villa,À Vendre,600.0,1.0,5.0,721601.0236493351
Tunis,Tunis,villa,À Vendre,368.0,2.0,3.0,646426.9365177157
Nabeul,Nabeul,villa,À Vendre,953.0,4.0,6.0,809981.008145639
Ben Arous,Ben_Arous,Maison,À Vendre,110.0,2.0,4.0,274552.8545570815
Tunis,Tunis,Appartement,À Vendre,326.0,2.0,3.0,680000.0
Ben Arous,Ben_Arous,Maison,À Vendre,191.0,1.0,4.0,150000.0
Nabeul,Nabeul,villa,À Vendre,1000.0,2.0,5.0,772251.1094344752
Tunis,Tunis,Villa,À Vendre,500.0,5.0,8.0,590000.0
Nabeul,Nabeul,Maison,À Vendre,170.0,2.0,4.0,230000.0
Nabeul,Nabeul,villa,À Vendre,430.0,6.0,6.0,1250000.0
Tunis,Tunis,villa,À Vendre,280.0,3.0,1.0,240000.0
Le Kef,Le_Kef,villa,À Vendre,1420.0,2.0,3.0,240000.0
Tunis,Tunis,Villa,À Louer,866.0,5.0,8.0,714020.4859603101
Tunis,Tunis,Appartement,À Vendre,125.0,1.0,3.0,250000.0
Ariana,Ariana,villa,À Vendre,217.0,2.0,3.0,270000.0
Médenine,Mdenine,villa,À Vendre,295.0,2.0,5.0,569869.799696933
Médenine,Mdenine,villa,À Vendre,402.0,2.0,3.0,900000.0
Ariana,Ariana,Appartement,À Vendre,170.0,2.0,4.0,453217.5447980158
Ariana,Ariana,villa,À Vendre,634.0,3.0,3.0,800000.0
Bizerte,Bizerte,villa,,402.0,2.0,4.0,563756.5189093142
Ariana,Ariana,Maison,À Vendre,108.0,1.0,2.0,282449.2104539043
Mahdia,Mahdia,Maison,À Vendre,528.0,1.0,1.0,480000.0
Tunis,Tunis,Maison,À Vendre,80.0,1.0,4.0,346884.78488178935
Ariana,Ariana,villa,À Vendre,437.0,2.0,6.0,770004.1499098706
Ben Arous,Ben_Arous,Appartement,À Vendre,270.0,2.0,4.0,320000.0
Sousse,Sousse,villa,À Vendre,900.0,3.0,10.0,950000.0
Tunis,Tunis,villa,À Vendre,285.0,1.0,4.0,440000.0
Tunis,Tunis,Maison,sale,189.0,1.0,4.0,346903.71063132526
Ariana,Ariana,villa,À Vendre,200.0,1.0,2.0,330000.0
Ben Arous,Ben_Arous,villa,À Vendre,460.0,2.0,4.0,611638.4423085558
Tunis,Tunis,villa,À Vendre,268.0,1.0,4.0,350000.0
Nabeul,Nabeul,villa,À Vendre,229.0,2.0,4.0,330000.0
Tunis,Tunis,Appartement,À Vendre,190.0,2.0,3.0,320000.0
Tunis,Tunis,Maison,À Vendre,189.0,1.0,4.0,130000.0
Tunis,Tunis,Appartement,À Vendre,90.0,1.0,2.0,120000.0
Bizerte,Bizerte,villa,À Vendre,150.0,2.0,2.0,340000.0
Médenine,Mdenine,villa,À Vendre,360.0,2.0,2.0,430000.0
Tunis,Tunis,villa,À Vendre,316.0,2.0,10.0,909625.8442639438
Ariana,Ariana,villa,À Louer,400.0,3.0,4.0,970000.0
Tunis,Tunis,Villa,À Vendre,355.0,3.0,7.0,680000.0
Ben Arous,Ben_Arous,Villa,À Vendre,435.0,3.0,10.0,550000.0
Tunis,Tunis,Villa,À Vendre,124.0,3.0,5.0,780000.0
Tunis,Tunis,Appartement,À Vendre,153.0,1.0,3.0,90000.0
Tunis,Tunis,Maison,À Vendre,189.0,1.0,3.0,309302.57683930075
Ariana,Ariana,Appartement,À Vendre,373.0,1.0,2.0,280000.0
Mahdia,Mahdia,Maison,À Vendre,189.0,1.0,6.0,370233.51739354245
Sfax,Sfax,Maison,À Vendre,120.0,1.0,3.0,80000.0
Ben Arous,Ben_Arous,villa,À Vendre,186.0,2.0,3.0,573989.7336965968
Nabeul,Nabeul,villa,À Vendre,129.0,2.0,7.0,847302.1446529662
Sousse,Sousse,Maison,À Vendre,110.0,1.0,2.0,130000.0
Nabeul,Nabeul,Maison,À Vendre,300.0,1.0,4.0,397435.15435386833
Tunis,Tunis,Maison,À Vendre,260.0,1.0,4.0,346916.0384131331
Tunis,Tunis,villa,À Vendre,350.0,4.0,5.0,721763.004312065
Nabeul,Nabeul,Maison,À Vendre,100.0,1.0,2.0,150000.0
Ben Arous,Ben_Arous,villa,À Vendre,400.0,3.0,9.0,650000.0
Ben Arous,Ben_Arous,Villa,À Vendre,516.0,2.0,6.0,580000.0
Ariana,Ariana,villa,À Vendre,200.0,1.0,4.0,280000.0
Nabeul,Nabeul,villa,À Vendre,537.0,2.0,4.0,734569.5846146052
Ben Arous,Ben_Arous,villa,À Vendre,260.0,2.0,3.0,450000.0
Sousse,Sousse,villa,À Vendre,1000.0,3.0,6.0,796515.813054177
Ben Arous,Ben_Arous,Appartement,À Vendre,130.0,1.0,3.0,850000.0
Sfax,Sfax,Maison,À Vendre,209.0,2.0,3.0,180000.0
Sousse,Sousse,Appartement,À Vendre,500.0,2.0,3.0,442019.1554085632
Tunis,Tunis,Villa,À Vendre,150.0,3.0,5.0,600955.8394183456
Sousse,Sousse,villa,À Vendre,400.0,2.0,3.0,900000.0
Bizerte,Bizerte,villa,À Vendre,225.0,1.0,2.0,488455.05590439314
Ben Arous,Ben_Arous,Maison,À Vendre,189.0,2.0,4.0,274566.5713847268
Ben Arous,Ben_Arous,Villa,À Vendre,510.0,2.0,8.0,641347.6830470735
Nabeul,Nabeul,villa,À Vendre,370.0,2.0,4.0,900000.0
Ariana,Ariana,Maison,À Vendre,256.0,1.0,4.0,357677.1753859471
Ariana,Ariana,villa,À Vendre,475.0,2.0,4.0,694808.4802935496
Tunis,Tunis,Villa,À Vendre,117.0,3.0,7.0,460000.0
Ben Arous,Ben_Arous,villa,À Vendre,315.0,2.0,6.0,700000.0
Ben Arous,Ben_Arous,Appartement,À Vendre,250.0,1.0,4.0,350000.0
Ben Arous,Ben_Arous,villa,À Vendre,407.0,2.0,4.0,650000.0
Tunis,Tunis,Appartement,À Vendre,336.0,1.0,3.0,450000.0
Ariana,Ariana,Appartement,À Vendre,450.0,2.0,4.0,750000.0
Nabeul,Nabeul,Appartement,À Vendre,1300.0,3.0,7.0,780000.0
Ben Arous,Ben_Arous,Villa,À Vendre,220.0,2.0,5.0,370000.0
Tunis,Tunis,Maison,À Vendre,112.0,2.0,6.0,422161.0714309057
Ariana,Ariana,villa,À Vendre,300.0,2.0,4.0,850000.0
Bizerte,Bizerte,villa,À Vendre,270.0,2.0,4.0,340000.0
Bizerte,Bizerte,villa,À Vendre,313.0,3.0,5.0,360000.0
Ben Arous,Ben_Arous,villa,À Vendre,566.0,2.0,3.0,890000.0
Ben Arous,Ben_Arous,villa,À Vendre,260.0,2.0,3.0,485000.0
La Manouba,La_Manouba,Maison,À Vendre,319.0,2.0,3.0,199592.87962234893
Nabeul,Nabeul,Appartement,À Vendre,130.0,2.0,2.0,417758.67120059417
Ariana,Ariana,Maison,À Vendre,100.0,1.0,3.0,320048.9552000913
Ariana,Ariana,villa,À Vendre,430.0,1.0,4.0,300000.0
Ariana,Ariana,Maison,À Vendre,257.0,1.0,3.0,290000.0
Ariana,Ariana,villa,À Vendre,120.0,3.0,6.0,770017.571750277
Tunis,Tunis,Maison,À Vendre,120.0,1.0,3.0,85000.0
Tunis,Tunis,villa,À Vendre,162.0,2.0,5.0,721593.4361714493
Ariana,Ariana,villa,À Vendre,756.0,1.0,3.0,155000.0
Ben Arous,Ben_Arous,Maison,À Vendre,206.0,1.0,3.0,236899.92653338963
Nabeul,Nabeul,villa,À Vendre,200.0,2.0,3.0,280000.0
Tunis,Tunis,Maison,À Vendre,100.0,1.0,4.0,346888.2574963831
Tunis,Tunis,villa,À Vendre,260.0,1.0,4.0,420000.0
Tunis,Tunis,villa,À Vendre,470.0,3.0,4.0,684114.2434258857
Tunis,Tunis,villa,À Vendre,232.0,2.0,4.0,400000.0
Ariana,Ariana,villa,À Vendre,300.0,3.0,5.0,1000000.0
Ben Arous,Ben_Arous,Villa,À Vendre,508.0,4.0,7.0,1200000.0
Sfax,Sfax,villa,À Vendre,468.0,1.0,4.0,604081.7534662082
Ben Arous,Ben_Arous,villa,À Vendre,546.0,1.0,1.0,399997.0
Sousse,Sousse,villa,À Vendre,218.0,2.0,4.0,750000.0
Nabeul,Nabeul,villa,À Vendre,300.0,4.0,7.0,990000.0
Ben Arous,Ben_Arous,villa,À Vendre,720.0,4.0,8.0,750000.0
Gabès,Gabs,Maison,À Vendre,360.0,3.0,5.0,459999.0
Ben Arous,Ben_Arous,Villa,À Vendre,105.0,3.0,6.0,350000.0
Bizerte,Bizerte,Villa,À Vendre,270.0,3.0,7.0,490000.0
La Manouba,La_Manouba,Appartement,À Louer,153.0,1.0,3.0,294982.43301260803
Sfax,Sfax,villa,À Vendre,816.0,2.0,6.0,1250000.0
Ariana,Ariana,villa,À Vendre,370.0,2.0,8.0,999999.0
Nabeul,Nabeul,villa,À Vendre,1050.0,5.0,7.0,847667.4469001603
Ben Arous,Ben_Arous,villa,À Vendre,400.0,1.0,3.0,280000.0
Tunis,Tunis,villa,À Vendre,300.0,2.0,5.0,750000.0
Ben Arous,Ben_Arous,villa,À Vendre,270.0,4.0,6.0,550000.0
Tunis,Tunis,villa,À Vendre,520.0,4.0,7.0,796994.789120161
Monastir,Monastir,villa,À Vendre,589.0,1.0,2.0,299000.0
Tunis,Tunis,Maison,À Vendre,189.0,2.0,4.0,750100.0
Nabeul,Nabeul,villa,À Vendre,300.0,2.0,4.0,734528.4341316693
Tunis,Tunis,villa,À Vendre,876.0,4.0,7.0,797056.6016599298
Ben Arous,Ben_Arous,villa,À Vendre,480.0,2.0,5.0,750000.0
Ben Arous,Ben_Arous,Maison,À Vendre,119.0,1.0,4.0,270000.0
Bizerte,Bizerte,Maison,À Vendre,300.0,2.0,4.0,226713.99157880244
Ariana,Ariana,Maison,À Vendre,140.0,1.0,4.0,357657.03422130336
Tunis,Tunis,villa,À Vendre,402.0,2.0,8.0,834438.5089226479
Ben Arous,Ben_Arous,Appartement,À Vendre,237.0,2.0,4.0,325000.0
Tunis,Tunis,villa,À Vendre,74.0,1.0,3.0,150000.0
Ben Arous,Ben_Arous,Maison,À Vendre,450.0,1.0,3.0,290000.0
Tunis,Tunis,Villa,À Vendre,115.0,2.0,6.0,270000.0
Nabeul,Nabeul,villa,À Vendre,1000.0,6.0,5.0,1200000.0
Nabeul,Nabeul,villa,À Vendre,402.0,3.0,5.0,1100000.0
Ben Arous,Ben_Arous,Villa,À Vendre,630.0,2.0,6.0,800000.0
Le Kef,Le_Kef,Maison,À Vendre,100.0,1.0,4.0,93000.0
La Manouba,La_Manouba,Maison,À Vendre,450.0,2.0,4.0,250000.0
Sousse,Sousse,villa,À Vendre,307.0,1.0,3.0,600000.0
Sousse,Sousse,villa,À Vendre,400.0,3.0,7.0,834012.7684083891
Tunis,Tunis,Maison,À Vendre,205.0,1.0,9.0,534912.157683123
Tunis,Tunis,Maison,À Vendre,440.0,3.0,6.0,422286.4850919605
Ben Arous,Ben_Arous,Appartement,À Vendre,198.0,2.0,3.0,520000.0
Ben Arous,Ben_Arous,villa,À Vendre,420.0,2.0,3.0,650000.0
Tunis,Tunis,villa,À Vendre,300.0,2.0,3.0,646415.1296280969
Sfax,Sfax,Maison,À Vendre,132.0,1.0,3.0,229397.46275292506
Tunis,Tunis,Maison,À Vendre,80.0,1.0,6.0,90000.0
Ben Arous,Ben_Arous,villa,À Vendre,200.0,2.0,2.0,536391.0307347879
Sousse,Sousse,Appartement,À Vendre,83.0,1.0,1.0,366676.0210285171
Sousse,Sousse,villa,À Vendre,390.0,3.0,5.0,540000.0
Sousse,Sousse,villa,À Vendre,140.0,2.0,4.0,390000.0
Ariana,Ariana,villa,À Vendre,402.0,2.0,6.0,769998.0728343315
Ariana,Ariana,villa,À Vendre,375.0,2.0,3.0,657189.9834285562
Sousse,Sousse,villa,À Vendre,180.0,2.0,4.0,450000.0
Sousse,Sousse,villa,À Vendre,400.0,2.0,3.0,683539.7704585736
Bizerte,Bizerte,Maison,À Vendre,556.0,1.0,7.0,580000.0
Ben Arous,Ben_Arous,Villa,À Vendre,175.0,2.0,6.0,550000.0
Tunis,Tunis,villa,À Vendre,1033.0,3.0,5.0,721813.1313187244
Bizerte,Bizerte,Maison,À Vendre,381.0,3.0,4.0,830000.0
Ariana,Ariana,villa,À Vendre,400.0,2.0,4.0,850000.0
Nabeul,Nabeul,Maison,À Vendre,154.0,2.0,3.0,359877.1332570267
Tunis,Tunis,Maison,À Vendre,204.0,2.0,5.0,384575.9116660124
Ben Arous,Ben_Arous,villa,À Vendre,450.0,2.0,5.0,320000.0
Ariana,Ariana,villa,À Vendre,450.0,2.0,4.0,694804.1395253073
Sfax,Sfax,Appartement,À Vendre,130.0,1.0,2.0,150000.0
Nabeul,Nabeul,villa,À Vendre,402.0,3.0,3.0,790000.0
Nabeul,Nabeul,Appartement,À Vendre,100.0,1.0,2.0,165000.0
Ben Arous,Ben_Arous,villa,À Louer,511.0,2.0,4.0,611647.2974757699
Nabeul,Nabeul,villa,À Vendre,560.0,3.0,5.0,772243.1746951299
Nabeul,Nabeul,villa,À Vendre,300.0,3.0,3.0,620000.0
Tunis,Tunis,Appartement,À Vendre,120.0,1.0,2.0,220000.0
Ben Arous,Ben_Arous,villa,À Vendre,530.0,2.0,5.0,649251.7302516585
Ben Arous,Ben_Arous,villa,À Vendre,396.0,2.0,5.0,649228.4637338803
Ariana,Ariana,Villa,À Vendre,277.0,2.0,5.0,800000.0
Tunis,Tunis,villa,À Vendre,101.0,2.0,7.0,470000.0
Médenine,Mdenine,villa,À Vendre,610.0,3.0,4.0,532391.8223664773
Bizerte,Bizerte,villa,À Vendre,350.0,4.0,4.0,920000.0
Tunis,Tunis,villa,À Vendre,225.0,1.0,3.0,430000.0
Ariana,Ariana,villa,À Vendre,550.0,2.0,6.0,770023.7701823253
Nabeul,Nabeul,villa,À Vendre,1020.0,6.0,5.0,772528.433175938
Tunis,Tunis,Villa,À Vendre,226.0,2.0,5.0,450000.0
Nabeul,Nabeul,villa,À Vendre,300.0,2.0,4.0,1180000.0
Nabeul,Nabeul,villa,À Vendre,289.0,2.0,2.0,415000.0
Sousse,Sousse,Maison,À Vendre,165.0,1.0,4.0,165000.0
Tunis,Tunis,villa,À Vendre,452.0,2.0,4.0,540000.0
Tunis,Tunis,Appartement,À Vendre,772.0,6.0,2.0,367631.82254437497
Ben Arous,Ben_Arous,Appartement,À Vendre,624.0,2.0,4.0,550000.0
Nabeul,Nabeul,Appartement,À Vendre,130.0,1.0,3.0,385000.0
Ben Arous,Ben_Arous,villa,À Vendre,140.0,1.0,3.0,573913.2839013139
Ben Arous,Ben_Arous,villa,À Vendre,420.0,2.0,3.0,700000.0
Ariana,Ariana,Maison,À Vendre,150.0,1.0,1.0,90000.0
Tunis,Tunis,Maison,À Vendre,100.0,1.0,2.0,110000.0
Sousse,Sousse,villa,À Vendre,1000.0,2.0,4.0,1100000.0
Sousse,Sousse,Maison,À Vendre,267.0,1.0,2.0,400000.0
Sousse,Sousse,villa,À Vendre,402.0,3.0,4.0,1000000.0
Sousse,Sousse,villa,À Vendre,615.0,2.0,4.0,900000.0
Sousse,Sousse,villa,À Vendre,1000.0,2.0,5.0,758846.2164804352
Sousse,Sousse,villa,À Vendre,402.0,5.0,4.0,721346.6398572093
Sousse,Sousse,villa,À Vendre,600.0,1.0,3.0,600000.0
Sousse,Sousse,villa,À Vendre,207.0,1.0,3.0,360000.0
Ariana,Ariana,Appartement,À Vendre,101.0,1.0,3.0,415535.9677039255
Ben Arous,Ben_Arous,Villa,À Vendre,350.0,2.0,6.0,600000.0
Nabeul,Nabeul,villa,À Vendre,600.0,1.0,3.0,696910.9267768337
Tunis,Tunis,villa,À Vendre,443.0,4.0,8.0,930000.0
Sousse,Sousse,Maison,À Vendre,320.0,1.0,5.0,421634.86780644674
Ariana,Ariana,Villa,À Vendre,270.0,3.0,7.0,510000.0
Ariana,Ariana,villa,À Vendre,620.0,2.0,3.0,657232.5229573299
